id,restaurant_id,name,allergy,price,detail,image,is_out_of_stock,created_at,updated_at
15,106,Enterprise-wide tertiary challenge,{fish},7.63,Party imagine production instead firm describe style. Pay onto tend until.,https://picsum.photos/545/718,True,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
16,106,Devolved intermediate infrastructure,"{shellfish,wheat,eggs}",6.14,"Book medical surface worker occur class party.
Suffer lose perform. Now determine across Democrat.",https://placekitten.com/471/381,False,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
17,106,Object-based encompassing capacity,"{wheat,peanuts}",29.06,Often director billion address decide outside room window. History support party.,https://dummyimage.com/17x854,False,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
18,106,Switchable high-level function,{tree_nuts},9.02,Step I enter security soon. Base teacher dinner figure board protect. Why he whether the Mrs so.,https://dummyimage.com/341x5,False,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
19,107,Progressive interactive hub,{},10.81,Product husband win right. Could word down much.,https://placekitten.com/80/500,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
20,107,Synchronized next generation product,"{wheat,peanuts}",21.4,News situation million fine product nor. Age husband know summer beyond.,https://picsum.photos/985/635,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
21,107,Decentralized local array,"{eggs,fish,wheat}",20.32,Purpose inside focus project can south agent. Easy discover increase ground leg yard security.,https://picsum.photos/335/12,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
22,107,Cross-platform multi-tasking productivity,"{soy,eggs,gluten}",8.2,Goal read care responsibility family son. These me social professor consumer simply beyond.,https://dummyimage.com/706x691,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
23,107,Reactive transitional moderator,{},39.99,Style all hear none way top. Establish include experience scientist. Board within letter.,https://placekitten.com/842/1007,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
24,107,Front-line foreground infrastructure,"{shellfish,gluten}",31.71,Turn fill oil rule rather campaign. Message top whom see ball.,https://dummyimage.com/694x362,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
25,107,Secured maximized moratorium,"{eggs,seafood,tree_nuts}",27.22,Official above matter true body space prove audience. Agency run trouble with call plan science.,https://picsum.photos/263/69,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
26,107,Multi-layered client-driven interface,{},21.45,Thus outside seek serve listen. Big method next.,https://dummyimage.com/737x494,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
27,107,Intuitive composite budgetary management,"{peanuts,seafood}",16.54,Relationship until experience blood. Could although environment magazine position.,https://picsum.photos/112/886,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
28,107,Total disintermediate attitude,"{tree_nuts,fish}",6.28,Both option create nation worker daughter. Realize stay all. Strategy fly to just teach.,https://picsum.photos/911/923,True,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
29,107,Reduced client-server database,"{soy,peanuts}",38.96,National describe hold nor wrong eight. City ability rest beat financial.,https://placekitten.com/776/175,False,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
30,108,Ameliorated 5thgeneration policy,{fish},17.66,Attorney general skill agreement. Military town amount expect.,https://placekitten.com/179/799,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
31,108,Compatible bandwidth-monitored parallelism,"{gluten,dairy,eggs}",24.22,Score letter son money. Response citizen prove. Help firm relate guy record part.,https://placekitten.com/781/723,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
32,108,Front-line fault-tolerant concept,"{wheat,peanuts,gluten}",39.06,Bit modern cultural north cut. Still control three world. Phone young near approach citizen blood.,https://picsum.photos/867/590,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
33,108,Cross-platform mobile forecast,{seafood},15.88,Citizen pass day page. Friend career particular interesting democratic six.,https://picsum.photos/647/65,True,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
34,108,Balanced static hub,"{peanuts,dairy,shellfish}",21.15,Hair recent to. Realize fast to sure not health.,https://picsum.photos/250/49,True,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
35,108,User-centric multi-tasking model,{wheat},37.64,Sometimes author name policy part later.,https://dummyimage.com/791x856,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
36,108,Monitored optimal circuit,"{tree_nuts,wheat}",39.31,Approach above decision statement pretty west medical. Leave force wear seven close likely few add.,https://dummyimage.com/880x940,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
37,108,Monitored analyzing website,{tree_nuts},11.67,Identify if red wide action man final. Stage positive early hotel form.,https://picsum.photos/121/1014,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
38,108,Decentralized 24/7 orchestration,{peanuts},14.67,Arm unit local old. Step security center sea. Away mission send full white.,https://placekitten.com/367/641,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
39,108,Re-contextualized motivating protocol,"{soy,fish,eggs}",33.72,Future son article mention might. Dinner today beyond. Purpose very trial thousand three focus lot.,https://picsum.photos/377/848,False,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
40,109,Cloned scalable benchmark,"{soy,shellfish,tree_nuts}",20.94,Enjoy notice dog. Alone thousand indicate second history try trip.,https://placekitten.com/231/907,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
41,109,Diverse bi-directional implementation,{dairy},25.01,Significant several buy with visit such rest. Fight on knowledge story full weight.,https://picsum.photos/200/313,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
42,109,Enhanced multimedia challenge,"{gluten,soy,wheat}",29.68,Street only amount year smile compare media clearly. Exist standard clearly.,https://picsum.photos/129/21,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
43,109,Mandatory national hardware,"{seafood,wheat,gluten}",9.42,Break if short check. Address carry through can.,https://picsum.photos/372/510,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
44,109,Switchable optimal budgetary management,"{peanuts,wheat}",8.49,Design team mean together region.,https://placekitten.com/673/31,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
45,109,Adaptive radical software,{},30.29,Reach according whether shake. Collection plan main issue bill mother. Take identify form office.,https://picsum.photos/328/754,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
46,109,Exclusive zero administration workforce,{peanuts},21.43,Require trade growth brother thousand her. Player too into space citizen offer first.,https://dummyimage.com/241x144,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
47,109,User-centric disintermediate algorithm,"{shellfish,tree_nuts}",27.74,Film throughout energy pattern understand some memory.,https://placekitten.com/17/930,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
48,109,Triple-buffered context-sensitive emulation,"{soy,wheat,gluten}",26.61,Thank provide term catch writer seek performance. Drive thus allow need scientist win.,https://picsum.photos/401/372,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
49,109,Open-source secondary customer loyalty,"{dairy,peanuts}",20.19,Customer not story nation less voice several land. Fund ever another begin best.,https://dummyimage.com/202x371,True,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
50,109,Phased responsive middleware,{},20.53,Ability just short similar man story practice. Them position identify just.,https://placekitten.com/225/322,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
51,109,Down-sized client-server functionalities,{},6.61,Camera hand allow feeling central add. Show current Congress often health Republican.,https://picsum.photos/8/116,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
52,109,Phased systemic encoding,"{soy,shellfish}",20.07,Course happen others agree next prepare help.,https://picsum.photos/638/659,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
53,109,Re-engineered object-oriented attitude,"{shellfish,seafood,fish}",11.13,Stock sense perform ago me. Firm report fall all term. Through artist check common.,https://picsum.photos/662/673,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
54,109,Programmable national installation,"{shellfish,dairy,wheat}",36.95,Other party media much huge yes. Moment natural soldier difference support.,https://placekitten.com/669/318,True,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
55,109,Phased upward-trending projection,"{eggs,wheat,shellfish}",28.34,Movie civil write suddenly authority above. Door each hot interesting table seem item and.,https://dummyimage.com/66x656,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
56,109,Monitored tangible help-desk,"{eggs,fish,seafood}",7.59,Already sometimes student gun learn off. Stay nice watch stay happen why.,https://placekitten.com/952/1024,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
57,109,User-friendly transitional implementation,"{tree_nuts,eggs}",20.99,First dark trade most write good explain this. Indicate city learn machine direction art.,https://picsum.photos/827/368,False,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
58,110,User-centric grid-enabled initiative,"{gluten,tree_nuts}",14.61,Fear radio indicate painting. Everything write pattern cost choice democratic.,https://picsum.photos/74/401,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
59,110,Team-oriented hybrid product,{},36.87,Suffer purpose democratic pick operation say through. Tax future boy serve reach.,https://dummyimage.com/347x425,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
60,110,Vision-oriented high-level projection,"{dairy,soy}",12.67,Another feel marriage change. Risk week southern officer campaign necessary player.,https://dummyimage.com/762x523,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
61,110,Fully-configurable zero-defect project,"{seafood,peanuts}",36.62,True central paper. Camera again style drug often board. Today one poor sea assume others many.,https://dummyimage.com/714x205,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
62,110,Compatible multi-state circuit,"{wheat,gluten}",25.29,Public all budget wife arm close. Into rich street moment action college hair. Child food low.,https://dummyimage.com/248x515,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
63,110,Multi-channeled zero tolerance support,{},36.84,"Paper certain change.
Skill region man. Need at share laugh field avoid.",https://placekitten.com/297/499,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
64,110,Managed coherent function,"{seafood,dairy,shellfish}",32.53,Meet available able technology. Cover reflect activity much discuss education.,https://picsum.photos/781/895,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
65,110,Persevering impactful toolset,"{fish,shellfish}",36.97,Be each collection American treatment trip official. Machine yeah dream sport thousand.,https://dummyimage.com/503x184,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
66,110,Re-contextualized tangible website,"{wheat,eggs}",31.13,Also trip science can stay.,https://placekitten.com/1015/126,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
67,110,Devolved transitional capability,{},21.39,Talk whose music physical all how remember party. Pretty him natural answer receive training.,https://picsum.photos/421/454,True,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
68,110,Seamless maximized attitude,{tree_nuts},38.85,Suggest herself environmental draw manager agency but.,https://dummyimage.com/730x318,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
69,110,Devolved mission-critical infrastructure,"{peanuts,tree_nuts}",5.49,Management focus town similar head half dark third. Garden interest hold result.,https://picsum.photos/827/833,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
70,110,Organic global solution,"{soy,eggs,tree_nuts}",33.78,Meeting purpose involve sign. Receive within else daughter his interesting serious everything.,https://picsum.photos/829/934,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
71,110,Advanced dedicated project,{},28.62,Little part again wrong than. Right range test growth enjoy.,https://picsum.photos/348/544,False,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
72,111,Universal client-server database,"{peanuts,seafood,gluten}",38.12,More house rich. Spend entire enough whatever save news girl.,https://picsum.photos/870/929,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
73,111,Pre-emptive cohesive matrix,"{peanuts,shellfish,dairy}",36.05,Size real trouble by modern. Bad this get environment example just up. Total every lead.,https://picsum.photos/406/1004,True,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
74,111,Quality-focused systemic capacity,"{soy,fish,tree_nuts}",25.56,Story itself from series leader push. Need six after recognize meet.,https://dummyimage.com/756x329,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
75,111,Organized fresh-thinking system engine,"{peanuts,wheat,tree_nuts}",37.87,Role situation number above physical strong. Serve view push important next prove.,https://picsum.photos/780/781,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
76,111,Enhanced multi-state flexibility,"{dairy,wheat}",20.56,Soldier white because air bag. Significant center two machine let moment.,https://picsum.photos/751/865,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
77,111,Re-contextualized bandwidth-monitored utilization,"{peanuts,soy}",24.06,Exactly produce smile age.,https://dummyimage.com/143x466,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
78,111,Inverse responsive budgetary management,"{gluten,tree_nuts}",14.66,Right kid friend bad poor. Just understand claim degree conference.,https://picsum.photos/363/264,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
79,111,Enhanced mission-critical time-frame,"{peanuts,dairy,gluten}",6.77,Race side certainly. One hospital follow court inside. Think either current management the talk.,https://placekitten.com/289/75,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
80,111,Optional hybrid archive,{shellfish},12.18,Many some former beautiful reflect. Various success response do new. At old all thus.,https://placekitten.com/958/435,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
81,111,Implemented optimal encoding,{shellfish},12.56,Plan away later community. Moment finally road these.,https://placekitten.com/346/68,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
82,111,Public-key content-based service-desk,"{seafood,gluten}",14.7,Chance enough effect. Blood state who until month peace. Draw window among human.,https://picsum.photos/519/1010,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
83,111,Expanded composite migration,{fish},13.77,Whose out reduce herself no brother more. Election positive water figure available break win add.,https://dummyimage.com/1011x378,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
84,111,Decentralized upward-trending frame,{},9.61,Head player individual various buy edge. Able school almost fact follow son front.,https://dummyimage.com/157x479,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
85,111,Ergonomic systematic solution,{shellfish},16.33,Health memory and voice everybody rather matter. Central everything day fish if.,https://picsum.photos/825/968,False,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
86,112,Devolved user-facing hub,{},31.1,Letter especially yeah save despite effect. Third president camera partner there between personal.,https://dummyimage.com/995x187,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
87,112,Digitized transitional open system,"{fish,peanuts}",20.82,Power believe national over. Interview how use same side affect. Day city guy firm.,https://picsum.photos/842/488,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
88,112,Right-sized 24/7 archive,{},30.45,Environmental worry star model for item.,https://placekitten.com/729/294,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
89,112,Reverse-engineered contextually-based initiative,"{wheat,gluten}",7.13,Hundred agree first center stage easy. Kitchen run yet view.,https://picsum.photos/321/695,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
90,112,Face-to-face zero-defect definition,"{tree_nuts,peanuts,wheat}",29.93,Eight white all. Today reduce civil much read memory.,https://placekitten.com/516/710,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
91,112,Sharable heuristic Graphical User Interface,{},16.27,One soldier general fly minute seek chance. Night should treat result group century worker create.,https://picsum.photos/131/856,True,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
92,112,Visionary national implementation,{eggs},26.85,Realize accept person every let practice. Specific name effort. Student whatever family happen a.,https://dummyimage.com/107x520,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
93,112,Grass-roots system-worthy analyzer,"{tree_nuts,fish}",15.32,Pass full break marriage often city myself.,https://picsum.photos/806/227,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
94,112,Object-based responsive architecture,"{peanuts,shellfish,dairy}",20.05,List off quickly. Song win like card cut money. Movie difference traditional pay purpose including.,https://dummyimage.com/70x992,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
95,112,Profit-focused upward-trending benchmark,"{soy,wheat,tree_nuts}",19.56,Time field human miss rule hand yard. Speech whole deal land wonder imagine.,https://dummyimage.com/809x521,True,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
96,112,Focused eco-centric contingency,"{soy,eggs,shellfish}",38.38,"Imagine experience key.
Economy believe spend. Something focus market newspaper million.",https://dummyimage.com/828x144,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
97,112,Optional directional capacity,"{peanuts,shellfish,fish}",8.26,Step claim north long. Blue subject throw method go Republican.,https://placekitten.com/268/457,True,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
98,112,Synchronized systemic capacity,"{seafood,fish}",7.1,Nice part fly address between. Provide indeed compare maybe. Clear reflect among be character.,https://dummyimage.com/93x760,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
99,112,Networked user-facing groupware,"{peanuts,tree_nuts}",17.38,"Really population Mrs. Morning charge represent argue kind.
Money shake it number computer.",https://placekitten.com/381/655,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
100,112,Ergonomic well-modulated forecast,"{gluten,eggs,fish}",17.31,Out I lose who player herself chance really. Space discover network in significant.,https://dummyimage.com/17x920,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
101,112,Realigned cohesive project,{seafood},27.99,Than raise begin business leg create. Actually seat book receive throughout spend issue.,https://placekitten.com/8/634,False,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
102,113,Networked bifurcated encoding,"{peanuts,eggs}",25.09,Manage reason up factor tax trade join. Rich economic feel.,https://placekitten.com/586/522,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
103,113,Synergistic uniform flexibility,{},26.31,Kitchen newspaper happy we case different little. Level half defense ground represent network.,https://placekitten.com/867/652,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
104,113,Right-sized transitional success,"{gluten,seafood}",14.56,Nothing color size already bar. Loss along not practice large like base.,https://placekitten.com/168/225,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
105,113,Persevering attitude-oriented firmware,"{soy,gluten}",11.35,Yes artist certainly. Standard try door officer.,https://placekitten.com/970/826,True,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
106,113,Enterprise-wide mobile ability,"{peanuts,seafood,gluten}",8.21,Test director important dark. Talk simply coach can. Off analysis son day.,https://picsum.photos/178/87,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
107,113,Ergonomic hybrid middleware,"{tree_nuts,wheat,soy}",10.51,War coach begin marriage in to. Plant plan kitchen hear end election.,https://dummyimage.com/741x990,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
108,113,Distributed radical toolset,"{shellfish,peanuts}",35.92,Old only skill simply level despite finish. You down even similar can able owner.,https://dummyimage.com/912x219,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
109,113,Polarized contextually-based analyzer,{},28.59,Instead alone doctor class issue season.,https://placekitten.com/697/387,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
110,113,Exclusive directional budgetary management,"{wheat,shellfish,tree_nuts}",14.56,Clear a and professor attention site. Certainly rock break. Power down want big indicate ago soon.,https://picsum.photos/720/687,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
111,113,Self-enabling dedicated task-force,{},17.08,Sport deal teacher truth. Ball home happen result.,https://placekitten.com/898/601,True,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
112,113,Reverse-engineered local artificial intelligence,"{fish,eggs,gluten}",12.72,Party worker speech picture. Significant bring conference likely.,https://placekitten.com/317/990,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
113,113,Managed heuristic parallelism,{},5.27,Against strategy behavior. Model decide type behavior.,https://placekitten.com/45/878,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
114,113,Profound systemic success,{seafood},31.75,Realize beat old sing party. Expert finally teacher some throw another eye. Per lead ability a.,https://picsum.photos/897/271,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
115,113,Up-sized asynchronous challenge,{},5.27,Friend side Congress spring give. Attack suggest quality smile not beautiful paper movie.,https://picsum.photos/77/426,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
116,113,Configurable asymmetric capability,{seafood},18.31,Program throughout food hand staff. Break tend language arm which compare exist report.,https://dummyimage.com/1004x691,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
117,113,Adaptive content-based help-desk,"{peanuts,tree_nuts}",35.16,Bring type modern tonight magazine. Grow ahead own wonder movement.,https://dummyimage.com/523x64,True,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
118,113,Digitized grid-enabled array,{},21.09,Piece price concern speak business know single. House hand land yourself medical at.,https://dummyimage.com/113x800,True,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
119,113,Operative mission-critical frame,"{shellfish,tree_nuts}",25.07,Wind rate store child cup. Here certainly simple want energy. Worker answer hospital.,https://dummyimage.com/388x1009,False,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
120,114,Customizable global product,"{soy,peanuts,tree_nuts}",34.56,Them fight determine play work research every.,https://placekitten.com/187/447,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
121,114,Horizontal cohesive architecture,"{fish,peanuts,tree_nuts}",35.47,Space them play hour. Probably during lawyer executive true provide. Strong wall animal the move.,https://picsum.photos/708/982,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
122,114,Enhanced 6thgeneration model,{soy},32.27,Return their return yes baby eat.,https://dummyimage.com/191x924,True,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
123,114,Devolved foreground info-mediaries,{},23.57,Much rise yard cultural them. Tonight political able major land land rather they.,https://dummyimage.com/97x329,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
124,114,Organic bandwidth-monitored solution,"{soy,seafood}",13.27,Ground whose those cell friend simply yeah. Space feeling husband sound whatever themselves.,https://placekitten.com/577/279,True,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
125,114,Versatile attitude-oriented time-frame,{seafood},26.08,Door history everybody late memory there people. Seek interest truth here.,https://placekitten.com/169/549,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
126,114,Universal client-driven flexibility,{},11.2,Discuss body product will build citizen into west. Someone director decide exist.,https://dummyimage.com/497x168,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
127,114,Persevering incremental neural-net,"{wheat,shellfish,soy}",35.25,Article other perform evidence still. Sport prepare already own along.,https://picsum.photos/129/568,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
128,114,Organized system-worthy secured line,{wheat},7.39,This significant across bill. Near party three pattern.,https://placekitten.com/269/1,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
129,114,Balanced static approach,"{eggs,gluten}",17.32,Resource point against. Debate drive give use fact. Law onto part item then side.,https://picsum.photos/493/633,True,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
130,114,Proactive zero tolerance capacity,"{wheat,gluten,fish}",17.91,Quite like dark. A lay condition allow lead return.,https://picsum.photos/479/7,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
131,114,Public-key transitional superstructure,{},26.53,No behind thus score likely factor customer. Well new ball treatment next control goal.,https://dummyimage.com/523x963,False,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
132,115,Inverse radical portal,{gluten},20.77,Federal or development necessary.,https://picsum.photos/12/603,False,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
133,115,Customizable multi-state installation,"{peanuts,fish}",27.61,Move every quickly. Art fire each represent. Always north go trouble arm cup air.,https://dummyimage.com/113x250,True,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
134,115,Up-sized empowering circuit,"{wheat,fish,seafood}",17.74,Along heavy nothing step in. Table debate work suggest type.,https://placekitten.com/876/79,False,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
135,115,De-engineered cohesive contingency,"{tree_nuts,soy,gluten}",32.62,List memory box.,https://dummyimage.com/208x479,False,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
136,115,Multi-layered intangible model,{},16.54,Region small new agreement space.,https://picsum.photos/718/689,False,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
